Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone
874,1442 Fanshawe Park Rd,Starbucks,4722-103297,519-472-3305,CO,1442 Fanshawe Park Road,1442 Fanshawe Park Road,,,London,ON,CA,N6G 0A4,"(43.0102882385254, -81.3367767333984)",43.01028824,-81.33677673,Eastern Standard Time,-300,GMT-05:00 America/Toronto
875,Hwy 16A & Jennifer Heil Way,Starbucks,4738-102813,780-960-8872,CO,"4 McLeod Avenue, 110, Westgrove Commons Mall",4 McLeod Avenue,110,Westgrove Commons Mall,Spruce Grove,AB,CA,T7X 3Y1,"(53.5417671203613, -113.931350708008)",53.54176712,-113.9313507,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
876,Ellice Ave St & Milt Stegal Dr,Starbucks,4698-101646,204-774-1084,CO,1430 Ellice Street,1430 Ellice Street,,,Winnipeg,MB,CA,R3G 0G4,"(49.893871307373, -97.1985092163086)",49.89387131,-97.19850922,Central Standard Time,-360,GMT-06:00 America/Winnipeg
877,2983 Westoak Trails,Starbucks,4757-104792,905-847-0658,CO,"2983 Westoak Trails, CRU 9",2983 Westoak Trails,CRU 9,,Oakville,ON,CA,L6M 5E4,"(43.4289321899414, -79.7652893066406)",43.42893219,-79.76528931,Eastern Standard Time,-300,GMT-05:00 America/Toronto
879,Yonge & Erskine,Starbucks,4742-104613,416-932-0865,CO,2451 Yonge Street N,2451 Yonge Street N,,,Toronto,ON,CA,M4P 2E7,"(43.7110176086426, -79.3990249633789)",43.71101761,-79.39902496,Eastern Standard Time,-300,GMT-05:00 America/Toronto
880,King & York - PATH Concourse,Starbucks,4724-103734,416-214-2812,CO,"130 King Street West, CS12A, The Exchange Tower",130 King Street West,CS12A,The Exchange Tower,Toronto,ON,CA,M5X 1E1,"(43.6481590270996, -79.3830947875977)",43.64815903,-79.38309479,Eastern Standard Time,-300,GMT-05:00 America/Toronto
881,200th St & 86th Ave D/T-Langley,Starbucks,4726-101459,604-455-0515,CO,8660-200th Street,8660-200th Street,,,Langley,BC,CA,V2Y 0B3,"(49.1602478027344, -122.66716003418)",49.1602478,-122.66716,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
882,Robson & Richards,Starbucks,4771-104877,604-642-5300,CO,498 Robson Street,498 Robson Street,,,Vancouver,BC,CA,V6B 2B5,"(49.2798843383789, -123.117874145508)",49.27988434,-123.1178741,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
883,Upper Canada Mall - Lower Level,Starbucks,4764-105712,905-895-9411,CO,"17600 Yonge Street, Upper Canada Mall",17600 Yonge Street,,Upper Canada Mall,Newmarket,ON,CA,L3Y 4Z1,"(44.0559692382813, -79.4838027954102)",44.05596924,-79.4838028,Eastern Standard Time,-300,GMT-05:00 America/Toronto
884,Promontory SC-Vedder & Promontory,Starbucks,4782-105765,604-847-9464,CO,"107-45800 Promontory Rd, Promontory Shopping Centre",107-45800 Promontory Rd,,Promontory Shopping Centre,Chilliwack,BC,CA,V2R 5Z5,"(49.1108093261719, -121.956237792969)",49.11080933,-121.9562378,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
885,Shops at Winnipeg Square,Starbucks,4793-106768,204-947-9476,CO,"360 Main St., Unit B-8, Shops at Winnipeg Square",360 Main St.,Unit B-8,Shops at Winnipeg Square,Winnipeg,MB,CA,R3C 3Z3,"(49.8943061828613, -97.1386260986328)",49.89430618,-97.1386261,Central Standard Time,-360,GMT-06:00 America/Winnipeg
886,"1273 London Rd, Unit 1",Starbucks,4772-104228,519-336-2128,CO,"1273 London Road, Unit # 1","1273 London Road, Unit # 1",,,Sarnia,ON,CA,N7S 1P3,"(42.9794082641602, -82.3598098754883)",42.97940826,-82.35980988,Eastern Standard Time,-300,GMT-05:00 America/New_York
888,Bloor & Bay (Holt Renfrew Centre),Starbucks,4805-106581,416-922-0770,CO,"50 Bloor St W, Unit C10, Holt Renfrew Centre",50 Bloor St W,Unit C10,Holt Renfrew Centre,Toronto,ON,CA,M4W 2L8,"(43.6700820922852, -79.3885040283203)",43.67008209,-79.38850403,Eastern Standard Time,-300,GMT-05:00 America/Toronto
889,Dundas & Roncesvalles,Starbucks,4720-103563,416-538-0211,CO,2201 Dundas Street West,2201 Dundas Street West,,,Toronto,ON,CA,M6R 1X5,"(43.6534652709961, -79.4515914916992)",43.65346527,-79.45159149,Eastern Standard Time,-300,GMT-05:00 America/Toronto
891,235 Centennial Rd,Starbucks,4774-104085,519-943-0395,CO,"235 Centennial Road, Unit D",235 Centennial Road,Unit D,,Orangeville,ON,CA,L9W 5K9,"(43.9029579162598, -80.1198196411133)",43.90295792,-80.11981964,Eastern Standard Time,-300,GMT-05:00 America/Toronto
892,Sheraton Parkway Toronto North- Ric,Starbucks,75972-106123,,LS,600 Hwy-7 E,600 Hwy-7 E,,,Richmond Hill,ON,CA,L4B 1B2,"(43.8454666137695, -79.3809432983398)",43.84546661,-79.3809433,Eastern Standard Time,-300,GMT-05:00 America/Toronto
860,SODEXO @ CAESARS WINDSOR,Starbucks,75404-104158,,LS,377 Riverside Drive East,377 Riverside Drive East,,,Windsor,ON,CA,N9A 7H7,"(42.3206405639648, -83.032829284668)",42.32064056,-83.03282928,Eastern Standard Time,-300,GMT-05:00 America/New_York
862,Safeway - Canmore #2244,Starbucks,79562-106106,,LS,1200 Railway Avenue,1200 Railway Avenue,,,Canmore,AB,CA,T1W 1P4,"(51.0935401916504, -115.356521606445)",51.09354019,-115.3565216,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
863,Safeway-Prince Rupert #78,Starbucks,74759-97791,2506242412,LS,200 2nd Ave W,200 2nd Ave W,,,Prince Rupert,BC,CA,V8J 1G5,"(54.3149299621582, -130.323303222656)",54.31492996,-130.3233032,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
865,Safeway - Terrace #126,Starbucks,79577-100502,2506357206,LS,4655 Lakelse,4655 Lakelse,,,Terrace,BC,CA,V8G 1R3,"(54.5162353515625, -128.591644287109)",54.51623535,-128.5916443,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
866,Safeway - West Vancouver #38,Starbucks,79572-107082,,LS,5385 Headland Dr,5385 Headland Dr,,,West Vancouver,BC,CA,V7W 3E7,"(49.3510437011719, -123.253211975098)",49.3510437,-123.253212,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
890,Safeway - Edmonton #809,Starbucks,79591-102936,,LS,11410 104th Avenue NW,11410 104th Avenue NW,,,Edmonton,AB,CA,T5K 2S5,"(53.5471839904785, -113.518486022949)",53.54718399,-113.518486,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
893,2222 Carling Avenue,Starbucks,4824-108289,613-828-7729,CO,"2222 Carling Avenue, Unit 1",2222 Carling Avenue,Unit 1,,Ottawa,ON,CA,K2A 1H3,"(45.3690910339355, -75.772216796875)",45.36909103,-75.7722168,Eastern Standard Time,-300,GMT-05:00 America/Toronto
894,170th St & 100th Ave,Starbucks,4712-102814,780 444-6519,CO,"17004-100th Avenue W, Westgate Shopping Centre",17004-100th Avenue W,,Westgate Shopping Centre,Edmonton,AB,CA,T5S 2E7,"(53.5395889282227, -113.61548614502)",53.53958893,-113.6154861,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
895,Cloverdale Crossing-64th & 176th,Starbucks,4775-103544,604-574-5106,CO,"6476 176th Street, 703, Cloverdale Crossing",6476 176th Street,703,Cloverdale Crossing,Cloverdale,BC,CA,V3S 4G3,"(49.1201820373535, -122.733604431152)",49.12018204,-122.7336044,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
896,Safeway - Edmonton #845,Starbucks,79612-102940,,LS,5004 98th Avenue NW,5004 98th Avenue NW,,,Edmonton,AB,CA,T6A 0A1,"(53.5390510559082, -113.425437927246)",53.53905106,-113.4254379,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
897,Queen & Simcoe,Starbucks,4801-106847,416-595-9438,CO,"180 Queen Street West Suite, 102.3A",180 Queen Street West Suite,102.3A,,Toronto,ON,CA,M5V 3X3,"(43.6507339477539, -79.3875274658203)",43.65073395,-79.38752747,Eastern Standard Time,-300,GMT-05:00 America/Toronto
898,Harvey & Gordon-Kelowna,Starbucks,4852-100915,250-862-3484,CO,101-1110 Harvey Ave,101-1110 Harvey Ave,,,Kelowna,BC,CA,V1Y 6E7,"(49.8839073181152, -119.476127624512)",49.88390732,-119.4761276,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
904,Safeway - Richmond #138,Starbucks,79604-107924,,LS,6140 Blundell Road,6140 Blundell Road,,,Richmond,BC,CA,V7C 1H6,"(49.1550064086914, -123.157638549805)",49.15500641,-123.1576385,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
905,Safeway - Selkirk #603,Starbucks,79592-102422,,LS,318 Manitoba Ave,318 Manitoba Ave,,,Selkirk,MB,CA,R1A OY7,"(50.1453552246094, -96.8730545043945)",50.14535522,-96.8730545,Central Standard Time,-360,GMT-06:00 America/Winnipeg
906,Oak St & 12th Ave,Starbucks,4753-103524,604-709-9799,CO,"2787 Laurel Street, Academic Ambulatory Care Centre",2787 Laurel Street,,Academic Ambulatory Care Centre,Vancouver,BC,CA,V5Z 3J5,"(49.260871887207, -123.125755310059)",49.26087189,-123.1257553,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
908,Crowfoot Village,Starbucks,4769-103376,403 241-2640,CO,"20 Crowfoot Crescent NW, 100, Crowfoot Village",20 Crowfoot Crescent NW,100,Crowfoot Village,Calgary,AB,CA,T3G 2P6,"(51.1252021789551, -114.19889831543)",51.12520218,-114.1988983,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
909,Church & Shuter,Starbucks,4765-105711,416-941-9232,CO,167 Church Street,167 Church Street,,,Toronto,ON,CA,M5B 1Y6,"(43.6547622680664, -79.3760604858398)",43.65476227,-79.37606049,Eastern Standard Time,-300,GMT-05:00 America/Toronto
910,Boundary Plaza-Kingsway & Boundary,Starbucks,4723-103830,604-431-7535,CO,"3665 Kingsway, 190, Boundary Plaza",3665 Kingsway,190,Boundary Plaza,Vancouver,BC,CA,V5R 5W2,"(49.2324485778809, -123.024101257324)",49.23244858,-123.0241013,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
911,Torquay Village,Starbucks,4786-105193,250-477-3134,CO,"4077 Shelbourne Street, Torquay Village",4077 Shelbourne Street,,Torquay Village,Victoria,BC,CA,V8N 5Y1,"(48.4766006469727, -123.332817077637)",48.47660065,-123.3328171,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
912,Beacon Hill - Sarcee & 112th Ave,Starbucks,4751-104207,403 274-8077,CO,"11646 Sarcee Trail NW, Beacon Hill",11646 Sarcee Trail NW,,Beacon Hill,Calgary,AB,CA,T3R 0A1,"(51.156852722168, -114.160362243652)",51.15685272,-114.1603622,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
914,Pine Ctre -Prince George,Starbucks,4746-101457,250-562-4272,CO,"3161 Massey Drive, 101, Pine Centre Mall",3161 Massey Drive,101,Pine Centre Mall,Prince George,BC,CA,V2N 2S9,"(53.899097442627, -122.779190063477)",53.89909744,-122.7791901,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
915,Saanich Center,Starbucks,122-83,2507276394,CO,"3995 Quadra St, Ste 103",3995 Quadra St,Ste 103,,Victoria,BC,CA,V8X 1J8,"(48.4692573547363, -123.362869262695)",48.46925735,-123.3628693,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
916,Cook Street Village,Starbucks,132-89,250-380-7606,CO,320 Cook Street,320 Cook Street,,,Victoria,BC,CA,V8V 3X6,"(48.4153823852539, -123.356216430664)",48.41538239,-123.3562164,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
917,Shelbourne Plaza,Starbucks,146-1,2504720513,CO,"3605 Shelbourne Street, Unit 28",3605 Shelbourne Street,Unit 28,,Victoria,BC,CA,V8P 4H1,"(48.4586219787598, -123.332710266113)",48.45862198,-123.3327103,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
918,Commercial & 2nd,Starbucks,176-105,6042515397,CO,1752 Commercial Drive,1752 Commercial Drive,,,Vancouver,BC,CA,V5N 4A3,"(49.2688255310059, -123.06941986084)",49.26882553,-123.0694199,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
919,Broadway & Commercial,Starbucks,184-121,6048756065,CO,2517 Commercial Drive,2517 Commercial Drive,,,Vancouver,BC,CA,V5N 4C1,"(49.2620391845703, -123.069984436035)",49.26203918,-123.0699844,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
920,Salish Plaza - Chilliwack,Starbucks,189-141,(604) 792-9434,CO,"46030 Yale Rd, Stes B3-B5",46030 Yale Rd,Stes B3-B5,,Chilliwack,BC,CA,V2P 7V2,"(49.1691398620605, -121.953651428223)",49.16913986,-121.9536514,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
921,Fort Street,Starbucks,190-127,250-383-6208,CO,801 Fort Street,801 Fort Street,,,Victoria,BC,CA,V8W 1H6,"(48.4240798950195, -123.362159729004)",48.4240799,-123.3621597,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
922,Mayfair Shopping Centre,Starbucks,192-130,250-383-6395,CO,"3147 Douglas Street, Unit 316",3147 Douglas Street,Unit 316,,Victoria,BC,CA,V8Z 6E3,"(48.4471435546875, -123.368789672852)",48.44714355,-123.3687897,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
923,Chapters - Victoria,Starbucks,72110-5632,250-380-9009,LS,1212 Douglas St.,1212 Douglas St.,,,Victoria,BC,CA,V8W 2E5,"(48.4257392883301, -123.365394592285)",48.42573929,-123.3653946,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
924,Cornwall & Cypress,Starbucks,4576-96682,604-733-6211,CO,1895 Cornwall Ave,1895 Cornwall Ave,,,Vancouver,BC,CA,V6J 1C6,"(49.2728118896484, -123.147590637207)",49.27281189,-123.1475906,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
925,Safeway-Winnipeg #728,Starbucks,74713-97404,204-256-9430,LS,2 Alpine Avenue,2 Alpine Avenue,,,Winnipeg,MB,CA,R2M 0Y5,"(49.85546875, -97.1018142700195)",49.85546875,-97.10181427,Central Standard Time,-360,GMT-06:00 America/Winnipeg
926,Country Club Centre,Starbucks,4554-95426,250-758-5955,CO,"3200 Island Highway, Country Club Centre",3200 Island Highway,,Country Club Centre,Nanaimo,BC,CA,V9T 1W1,"(49.205207824707, -124.005020141602)",49.20520782,-124.0050201,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
927,Safeway-Calgary #291,Starbucks,74714-97382,403-202-0425,LS,5005 Dalhousie Drive NW,5005 Dalhousie Drive NW,,,Calgary,AB,CA,T3A 5R8,"(51.1064529418945, -114.159057617188)",51.10645294,-114.1590576,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
930,Metrotown Food Court,Starbucks,4610-45179,604-430-4166,CO,"4800 Kingsway, Unit 325, Metrotown Centre",4800 Kingsway,Unit 325,Metrotown Centre,Burnaby,BC,CA,V5H 4J2,"(49.2256927490234, -122.99649810791)",49.22569275,-122.9964981,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
933,Davie Village,Starbucks,4561-96063,604-408-5101,CO,1160 Davie Street,1160 Davie Street,,,Vancouver,BC,CA,V6E 1N1,"(49.281177520752, -123.132713317871)",49.28117752,-123.1327133,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
935,Safeway-Calgary #2222,Starbucks,74484-96467,,LS,5048 16th Avenue NW,5048 16th Avenue NW,,,Calgary,AB,CA,T3B 0N3,"(51.07470703125, -114.166069030762)",51.07470703,-114.166069,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
937,Safeway-Winnipeg #731,Starbucks,74712-97400,,LS,1625 Kenaston Blvd.,1625 Kenaston Blvd.,,,Winnipeg,MB,CA,R3P 2M4,"(49.8258361816406, -97.2015762329102)",49.82583618,-97.20157623,Central Standard Time,-360,GMT-06:00 America/Winnipeg
938,Hastings & Kaslo Street,Starbucks,4578-96122,604-215-2424,CO,2795 East Hastings St,2795 East Hastings St,,,Vancouver,BC,CA,V5K 1Z8,"(49.2813186645508, -123.046989440918)",49.28131866,-123.0469894,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
939,500 Terry Fox Drive,Starbucks,4575-95544,613-254-5775,CO,500 Terry Fox Drive,500 Terry Fox Drive,,,Kanata,ON,CA,K2T 1C3,"(45.3088302612305, -75.9167404174805)",45.30883026,-75.91674042,Eastern Standard Time,-300,GMT-05:00 America/Toronto
940,Sheraton on the Falls Lobby,Starbucks,75806-68443,905-374-4444,LS,5875 Falls Ave,5875 Falls Ave,,,Niagara Falls,ON,CA,L2G 3K7,"(43.0904731750488, -79.0731582641602)",43.09047318,-79.07315826,Eastern Standard Time,-300,GMT-05:00 America/New_York
941,1740 Pembina Hwy,Starbucks,4565-95546,204-261-7928,CO,1740 Pembina Highway,1740 Pembina Highway,,,Winnipeg,MB,CA,R3T 2G2,"(49.8271675109863, -97.1516952514648)",49.82716751,-97.15169525,Central Standard Time,-360,GMT-06:00 America/Winnipeg
942,2311A 8th St E,Starbucks,4566-95254,306-955-7434,CO,2311A 8th St E,2311A 8th St E,,,Saskatoon,SK,CA,S7H 0V4,"(52.115234375, -106.620094299316)",52.11523438,-106.6200943,Canada Central Standard Time,-360,GMT-06:00 America/Regina
943,Evergreen,Starbucks,4537-95048,403-256-7446,CO,"2250-162 Avenue SW, Evergreen Village",2250-162 Avenue SW,,Evergreen Village,Calgary,AB,CA,T2Y 4S6,"(50.907096862793, -114.109016418457)",50.90709686,-114.1090164,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
944,Lonsdale Quay,Starbucks,4563-96073,604-924-0301,CO,"145 Chadwick Court, #151, Lonsdale Quay",145 Chadwick Court,#151,Lonsdale Quay,North Vancouver,BC,CA,V7M 3K1,"(49.3108024597168, -123.083854675293)",49.31080246,-123.0838547,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
945,Cadboro Bay,Starbucks,4538-95043,250-382-8119,CO,"3849 Cadboro Bay Road, Cadboro Bay Village",3849 Cadboro Bay Road,,Cadboro Bay Village,Victoria,BC,CA,V8N 4G3,"(48.4615058898926, -123.29615020752)",48.46150589,-123.2961502,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
946,Squamish,Starbucks,4243-41,(604) 815-4334,CO,"1200 Hunter Place, Suite 510, Squamish Station",1200 Hunter Place,Suite 510,Squamish Station,Squamish,BC,CA,V8B 0G8,"(49.7035102844238, -123.146095275879)",49.70351028,-123.1460953,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
900,YYZ Toronto Int'l Term Pier F Upper,Starbucks,75924-102701,416-776-3100,LS,"6301 Silver Dart Drive, Terminal 1",6301 Silver Dart Drive,Terminal 1,,Mississauga,ON,CA,L5P 1B2,"(43.6837997436523, -79.6196899414063)",43.68379974,-79.61968994,Eastern Standard Time,-300,GMT-05:00 America/Toronto
901,YYZ - Toronto Pearson Ti Hammerhead,Starbucks,75933-106225,4167763100,LS,"6301 Silver Dart Drive, Terminal 1",6301 Silver Dart Drive,Terminal 1,,Mississauga,ON,CA,L5P 1B2,"(43.6839866638184, -79.6196670532227)",43.68398666,-79.61966705,Eastern Standard Time,-300,GMT-05:00 America/Toronto
907,Safeway - Edmonton #841,Starbucks,79595-108551,,LS,9499 137 Avenue NW,9499 137 Avenue NW,,,Edmonton,AB,CA,T5E 5R8,"(53.5985336303711, -113.490646362305)",53.59853363,-113.4906464,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
913,Safeway - St Albert #806,Starbucks,79600-102408,,LS,395 St. Albert Rd,395 St. Albert Rd,,,St Albert,AB,CA,T8N 5Z9,"(53.6449089050293, -113.625694274902)",53.64490891,-113.6256943,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
931,Safeway-Burnaby #42,Starbucks,74720-96049,604-205-6922,LS,4440 E Hastings St,4440 E Hastings St,,,Burnaby,BC,CA,V5C 2K1,"(49.2806091308594, -123.004791259766)",49.28060913,-123.0047913,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
932,Safeway-Lethbridge #299,Starbucks,74499-97331,,LS,2750 Fairway Plaza Road,2750 Fairway Plaza Road,,,Lethbridge,AB,CA,T1K 6Z3,"(49.6665725708008, -112.794937133789)",49.66657257,-112.7949371,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
934,Safeway-Calgary #293,Starbucks,74678-97415,,LS,70 Shawville Boulevard SW,70 Shawville Boulevard SW,,,Calgary,AB,CA,T2Y 2Z3,"(50.9067878723145, -114.066719055176)",50.90678787,-114.0667191,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
936,"YYC Calg N Processor, Retail Hall",Starbucks,75779-94250,,LS,2000 Airport Road,2000 Airport Road,,,Calgary,AB,CA,T2E 6W5,"(51.130729675293, -114.008460998535)",51.13072968,-114.008461,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
948,Village North,Starbucks,4394-23251,604-905-0833,CO,"4340 Lorimer Road, Suite  120",4340 Lorimer Road,Suite  120,,Whistler,BC,CA,V0N 1B4,"(50.1190338134766, -122.956565856934)",50.11903381,-122.9565659,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
949,Royal Centre,Starbucks,156-115,(604) 685-5882,CO,"1055 West Georgia Street, #150, Royal Center Mall",1055 West Georgia Street,#150,Royal Center Mall,Vancouver,BC,CA,V6C 2L1,"(49.2853088378906, -123.120513916016)",49.28530884,-123.1205139,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
951,Sunshine Hills,Starbucks,4483-88804,604-598-1112,CO,"6483 120th St, Sunshine Hills Shopping Centre",6483 120th St,,Sunshine Hills Shopping Centre,Delta,BC,CA,V4E 3G5,"(49.1205635070801, -122.89119720459)",49.12056351,-122.8911972,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
952,20 Market Dr,Starbucks,4584-96820,905-878-8300,CO,20 Market Drive,20 Market Drive,,,Milton,ON,CA,L9T 3H5,"(43.5231590270996, -79.8993759155273)",43.52315903,-79.89937592,Eastern Standard Time,-300,GMT-05:00 America/Toronto
953,Park Royal Home Depot,Starbucks,4571-95427,604-925-6630,CO,"840 Main St, Unit E2, Village at Park Royal",840 Main St,Unit E2,Village at Park Royal,West Vancouver,BC,CA,V7T 2Z3,"(49.3256187438965, -123.140632629395)",49.32561874,-123.1406326,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
954,640 Hyde Park Road,Starbucks,4536-94593,519-641-1212,CO,"640 Hyde Park Road, Unit E",640 Hyde Park Road,Unit E,,London,ON,CA,N6H 3S1,"(42.974739074707, -81.3204574584961)",42.97473907,-81.32045746,Eastern Standard Time,-300,GMT-05:00 America/Toronto
955,Garibaldi Village - Squamish,Starbucks,4560-95697,604-898-9510,CO,"40147 Glenalder Place, Unit 105",40147 Glenalder Place,Unit 105,,Squamish,BC,CA,V8B 0G2,"(49.7365684509277, -123.133880615234)",49.73656845,-123.1338806,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
956,Kingsway & Hall - Highgate Village,Starbucks,4539-94946,604-527-0464,CO,"7155 Kingsway, Suite 125, Highgate Village",7155 Kingsway,Suite 125,Highgate Village,Burnaby,BC,CA,V5E 2V1,"(49.2186470031738, -122.95637512207)",49.218647,-122.9563751,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
958,Cornerstone Southridge,Starbucks,4532-94881,403-995-1924,CO,"201 Southridge Dr, 110, Cornerstone",201 Southridge Dr,110,Cornerstone,Okotoks,AB,CA,T1S 2E1,"(50.705493927002, -113.973449707031)",50.70549393,-113.9734497,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
959,850 Powell Street,Starbucks,4502-87721,604-215-0711,CO,850 Powell Street,850 Powell Street,,,Vancouver,BC,CA,V6A 1H8,"(49.2827529907227, -123.085693359375)",49.28275299,-123.0856934,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
960,Whyte Avenue,Starbucks,4528-93524,780-434-3225,CO,"10370 - 82nd Ave NW, Suite #5, Calgary Trail & Whyte Avenue",10370 - 82nd Ave NW,Suite #5,Calgary Trail & Whyte Avenue,Edmonton,AB,CA,T6E 2A4,"(53.5182762145996, -113.49732208252)",53.51827621,-113.4973221,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
961,Whistler Village,Starbucks,128-199,(604) 938-0611,CO,"4295 Blackcomb Way, Unit #123",4295 Blackcomb Way,Unit #123,,Whistler,BC,CA,V0N 1B4,"(50.115306854248, -122.954254150391)",50.11530685,-122.9542542,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
962,Robson - Robson & Thurlow,Starbucks,160-112,(604) 685-1099,CO,1099 Robson Street,1099 Robson Street,,,Vancouver,BC,CA,V6E 1B2,"(49.2846260070801, -123.124549865723)",49.28462601,-123.1245499,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
963,2253 Queen St. E. & Hammersmith,Starbucks,4306-1593,(416) 691-6262,CO,2253 Queen S. E.,2253 Queen S. E.,,,Toronto,ON,CA,M4E 1G3,"(43.6711387634277, -79.2943344116211)",43.67113876,-79.29433441,Eastern Standard Time,-300,GMT-05:00 America/Toronto
964,Beatty,Starbucks,4439-75620,6046852310,CO,"868 Beatty Street, Pivotal Building",868 Beatty Street,,Pivotal Building,Vancouver,BC,CA,V6B 1C2,"(49.2768096923828, -123.114845275879)",49.27680969,-123.1148453,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
966,Metropolitan Towers,Starbucks,4449-79361,604-608-8743,CO,"980 Seymour Street, Unit 960",980 Seymour Street,Unit 960,,Vancouver,BC,CA,V6B 3L9,"(49.2789115905762, -123.121215820313)",49.27891159,-123.1212158,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
969,YVR Vancouver Pier C,Starbucks,72416-3788,604-231-3731,LS,"3211 Grant McConnachie Way, Vancouver International Airport",3211 Grant McConnachie Way,,Vancouver International Airport,Richmond,BC,CA,V7B 1X7,"(49.1946182250977, -123.176544189453)",49.19461823,-123.1765442,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
970,Eglinton and Holly,Starbucks,4427-55359,(416) 483-6850,CO,39 Eglinton Ave E,39 Eglinton Ave E,,,Toronto,ON,CA,M4P 1A2,"(43.7069053649902, -79.3968658447266)",43.70690536,-79.39686584,Eastern Standard Time,-300,GMT-05:00 America/Toronto
971,Brentwood Mall Level 2,Starbucks,4431-63939,604/294-0295,CO,"4567 Lougheed Highway, 205B, Brentwood Mall",4567 Lougheed Highway,205B,Brentwood Mall,Burnaby,BC,CA,V5C 3Z6,"(49.2688484191895, -123.000244140625)",49.26884842,-123.0002441,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
973,South Surrey Power Centre,Starbucks,4406-29575,604/542-5417,CO,"3061 152nd Street, Unit 700, South Point Exchange",3061 152nd Street,Unit 700,South Point Exchange,Surrey,BC,CA,V4P 3K1,"(49.0579605102539, -122.801918029785)",49.05796051,-122.801918,Pacific Standard Time,-480,GMT-08:00 America/Vancouver
974,Willow Park Village,Starbucks,4411-9638,403/278-0500,CO,"10816 Macleod Trail  SE, Willowpark Shopping Centre",10816 Macleod Trail  SE,,Willowpark Shopping Centre,Calgary,AB,CA,T2J 5N8,"(50.9565963745117, -114.070098876953)",50.95659637,-114.0700989,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
976,Scona Market,Starbucks,4375-10283,780/430-6950,CO,"10380 78th Avenue NW, Scona Market",10380 78th Avenue NW,,Scona Market,Edmonton,AB,CA,T6E 6T2,"(53.514404296875, -113.497329711914)",53.5144043,-113.4973297,Mountain Standard Time,-420,GMT-07:00 America/Edmonton
